attack	comment
1	"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENWHAT THE HELL IS WRONG WITH YOU WEOTIH:WROIUTHJA;SEORTIWEAJ;ORT9IYUQP[YUIQ[ETIOGJAH;DKLGHJETUIOY[QEO89TYUQEO[589YJQ;'EORITA'ETIOYJ[''''9'JEYNEWLINE_TOKENNEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENFollowing the 1984 flap over a CIA-sponsored manual for the contras that advocated assassination, North helped arrange a job on the NSC staff for Vincent Cannistraro, the CIA officer who had run the agency?ÇÖs task force on the contras.?Ç¥NEWLINE_TOKENNEWLINE_TOKENOMFGNEWLINE_TOKENNEWLINE_TOKENTher were 2 references sections that were exact duplicates of each other so I got rid of one YOU FUCKING MORON."
1	"NEWLINE_TOKENNEWLINE_TOKEN== Listen Up! ==NEWLINE_TOKENNEWLINE_TOKENGo Fuck Yourself, Asswipe!"
0	"`|2=You're going to have to explain how CheckUser, which confirmed you were using an IP address known to be used by this string of sockpuppet accounts, could be wrong about you.  Just saying it was wrong without saying why can't go anywhere.  `"
0	"`NEWLINE_TOKENNEWLINE_TOKEN== Children's Museum backstage pass ==NEWLINE_TOKENNEWLINE_TOKEN{|style=````NEWLINE_TOKEN|-NEWLINE_TOKEN!colspan=2 style=``font-size:150%;``|The Children's Museum Backstage Pass! - You are invited!NEWLINE_TOKEN|-NEWLINE_TOKEN|NEWLINE_TOKEN|The Children's Museum of Indianapolis is hosting its second Backstage Pass and its first Edit-a-Thon on Saturday, August 20. The museum is opening its doors to Wikipedians interested in learning about the museum's collection, taking them on a tour of the vast collection before spending the afternoon working with curators to improve articles relating to the Caplan Collection of folk toys and Creative Playthings objects. Please sign up on the event page if you can attend, and if you'd like to participate virtually you can sign up on the Edit-a-Thon page. -  NEWLINE_TOKEN|}`"
0	"NEWLINE_TOKEN::::Oh, I guess civility, judgment, stuff like that. But there are a lot of admins, not many arbs, and it would create a heavy burden, as well as drama. This is easier to suggest than to execute.   "
0	NEWLINE_TOKENNEWLINE_TOKEN== esc 2008 ==NEWLINE_TOKENNEWLINE_TOKENo sorry i didn't know that there is more...look i don't know what is this semi-protected sign .. =/ .. so please tell me =P ... and about Italy i have sources...on esc today...
1	"NEWLINE_TOKENNEWLINE_TOKEN:: well well THOTH, showing our true colors are we? Seems to me from your remark that you approve of what they said!  "
1	"`NEWLINE_TOKENNEWLINE_TOKEN:You see what you want to see...and yes, my apologies for missing the actual reference, listed in the entry. So...can you please refrain from comments such as ``bothering people on other pages``, please, aggiebean? I'm bothering no one but you and your pet pitbull admin. If you get to call it like it is, why can't everyone else?  `"
1	"Can any of you dumbasses read the entirely first article, the fuck does it say, that can be the truth, sorry for the languageNEWLINE_TOKENNEWLINE_TOKEN"
0	"`NEWLINE_TOKENNEWLINE_TOKEN Please do not vandalize pages, as you did with this edit to Hurricane Rita. If you continue to do so, you will be blocked from editing.   `"
0	"NEWLINE_TOKENThanks, is there anything online sourcing plays that have been reviewed?   "
0	``` -Unsigned Comment by 219.88.11.95NEWLINE_TOKENNEWLINE_TOKENI'm sure he still lives in England...   `
0	" [EDIT] I have removed the quote, and slightly fixed the last sentence of the previous paragraph so that it does not sound like the actual episode word for word."
0	"Family & Genealogy Section Addition ?==NEWLINE_TOKENWhile many so called experts feel that the Dan Brown book Da Vinci Code'sNEWLINE_TOKENidea that Jesus had children via Mary Magdalene is preposterous , this idea has been carefully explored in detail for anyone to consider ... including the many many proofs down through time that he did in fact have children; and unlike the Da Vinci Code's fictional claim Jesus has only one descendant today, the number would be very large 80 generations later or today.NEWLINE_TOKENNEWLINE_TOKENSee discussion in ISBN 0595333001.NEWLINE_TOKENNEWLINE_TOKEN=="
0	"`NEWLINE_TOKENNEWLINE_TOKEN== Why will Gwen Gale not read the sources? ==NEWLINE_TOKENNEWLINE_TOKENOn I posted a section on ``Talk: Death of Adolf Hitler`` titled ?Ç£Random Questions?Ç¥ which started ?Ç£I am not a scholar, I read Wiki but would not think of editing it. But I was disappointed in this article, and many points in the discussion, so I am asking some questions. Perhaps someone else will read and address them.?Ç¥ The section went on with several rethoritical questions, and ended with ?Ç£As to sources, the last books I have read are The Murder of Adolph Hitler by Hugh Thomas (sort of shaky) and The Last Days of Hitler by Anton Joachimsthaler (English translation, I buy much of this).?Ç¥NEWLINE_TOKENNEWLINE_TOKENGwen Gale was apparently assigned me as an administrator, because at  she replied with: ?Ç¥As the article lead says,...This said, this talk page isn't a forum for talking about personal views or questions on a topic, it's meant for talking about sources and how to echo them in the text. I say this because the article seems to already cover, with thorough citations, most if not all of what you've brought up...dodgy. Gwen Gale (talk)?Ç¥NEWLINE_TOKENNEWLINE_TOKENBy this reply it appears that Gwen Gale is NOT FAMILIAR with the work of Joachimsthaler, who I have just referenced, and thinks that I am asking a personal question, not a rhetorical one. At that time I apologized, tried to explain myself, and restate my questions.NEWLINE_TOKENNEWLINE_TOKENAt  I posted?Ç¥ If I had read Kershaw's Nemesis Chapter 17 note 156 and Epilogue note 1 I wouldn't have wasted your time. You can't get much clearer than that. Should be required reading. Perhaps someone else should read them, and possibly edit the article. Thank you for your time.99.41.251.5 (talk)?Ç¥NEWLINE_TOKENNEWLINE_TOKENAt  I posted ?Ç£I would like to direct people to the work of Ian Kershaw Hitler, 1939-1945: Nemesis ISBN 0393322521. Chapter 17 and the epilogue relate to this article. Please pay attention to his notes and sources. Be warned, his book Hitler: a Biography is a kind of digest which does not include these resources....The source Joachimsthaler is basically an English translation of a German's analysis of 1950's post-Soviet interviews of bunker survivors. The original transcripts must be available somewhere. There are many other bunker interviews, some with questionable intent, and not all agree. Wm5200 (talk)?Ç£NEWLINE_TOKENNEWLINE_TOKENSince those posts I have posted a huge amount on the talk page, virtually all of which Gwen Gale has disputed. Much of the material I have posted I have later deleted, often because I felt that the endless conflict between Gwen Gale and myself is counterproductive to the article.NEWLINE_TOKENNEWLINE_TOKENAnyone who is Wiki can probably bring back any of those posts. Was I sometimes rude and argumentative? Absolutely. Was I making legitimate points which related to the article? I thought so. Did I receive effective support and encouragement by my administrator? I think not, but you judge.NEWLINE_TOKENNEWLINE_TOKENMy main point was that Joachimsthaler had reviewed the information, and had made a solid case for positions which Kershaw backed. I repeatedly begged anyone, especially Gwen Gale, to read Joachimsthaler and Kershaw, specifically, two footnotes, I even told the pages of the footnotes. Gwen Gale clearly had not read either source.NEWLINE_TOKENNEWLINE_TOKEN I posted, under the heading ?Ç£Question for Gwen Gale?Ç¥ , the following: ?Ç¥I lost you, but I?ÇÖm confused myself. It appears as though the person with the least information available is most influential on the article.NEWLINE_TOKENNEWLINE_TOKENThe U.S. is big on free press, and it works. My very low budget suburb is in a system which serves 225,000 people with 4 MILLION titles (numbers approximate, thanks Carol). That?ÇÖs on the next shuttle van. Most of the rest of the assets of a state with 12 million people are a couple of days away by mail. The specialty stuff on AE from Radcliffe took maybe a week. And I am an amateur. Dan, you are over three million people higher in the food chain, you must be ?Ç£world class?Ç¥. Kierzek has clearly read and analyzed everything, reviewed most of it, and as far as I can tell, every word he says is accurate and informed.NEWLINE_TOKENNEWLINE_TOKENKershaw, Joachimsthaler, Thomas, Trevor-Roper, Beevor, Shirer, Ryan, Toland, Eberle/Uhl, Lehmann/Carroll, O?ÇÖDonnell, Victor, Petrova/Watson. (Vinogradov hit a snag, reordered). These are books which I have had in my possession and read parts of since Aug 2010. I can understand if others do not have access to the same resources, but I think that should be addressed. If someone does not have access to two footnotes which are critical in a discussion, that also should be addressed...I know that this is P.O.V., and that I am personally involved. But I can not help but believe that this article has problems with it?ÇÖs process.Wm5200 (talk)'``NEWLINE_TOKENNEWLINE_TOKENOn  Gwen Gale posted ?Ç£For starters, the Russian autopsy bore overwhelming evidence he not only shot himself, but bit down on a cyanide capsule. Gwen Gale (talk)?Ç¥. By this post it is clear to anyone familiar with either Joachimsthaler or Kershaw that Gwen Gale is still not familiar with either work.NEWLINE_TOKENNEWLINE_TOKENAt  I posted, under the title ?Ç£Gwen Gale?ÇÖs sources?Ç¥, the following: ?Ç£I think the rest of us in this discussion would benefit from knowing what Gwen Gale is using as sources, which sources that are on the article and the rest of us are familiar with is she NOT familiar with, which sources she has access to, and when she last familiarized herself with the ones which she is currently using. It appears that we are talking about a person who is ``informationally challenged`` relative the others in this discussion. Perhaps some arrangement might be made so she has a level of knowledge that could make her be an asset. I have both Kershaw Nemisis and Fest Hitler which I will donate, if it will bring her up to speed so this article is not impeded any more.(User:Wm5200)?Ç¥NEWLINE_TOKENNEWLINE_TOKENAt Kierzek deleted my post ?Ç£per Wiki talk page guidelines?Ç¥. Okay, how do I address this continued refusal to read the source material? I have offered to mail Kershaw half way around the world so that Gwen Gale can read two crummy footnotes. But my offer is not only not taken up, but is apparently not in good faith, and even ?Ç£snarky?Ç¥. What can I do to get my administrator to read the source material?NEWLINE_TOKENNEWLINE_TOKENI would like to bring up two Wiki terms which I do not understand. It appears that Gwen Gale and I have a different ?Ç£P.O.V.?Ç¥ about the usage of these terms.NEWLINE_TOKENNEWLINE_TOKENAssume Good Faith. I first thought that Gwen Gale would be a good administrator, after what I have been through, would YOU assume she is acting in good faith?NEWLINE_TOKENNEWLINE_TOKENOriginal Research. I have never been to Berlin, read any original documents, or talked to any eyewitness. The ONLY information I have about the subject is what I have read in published works. How is it that Gwen Gale finds so much of my work ?Ç£O.R.?Ç¥?NEWLINE_TOKENNEWLINE_TOKENAm I the only person who has had problems with Gwen Gale? Not if you read her contribs, and certainly not if you Google her name.NEWLINE_TOKENNEWLINE_TOKEN  `"
